BRAND,Year,Month,whole_sales
NISSAN,2022,4,158.0
DFSK,2022,4,75.0
K I A,2022,4,191.0
UD TRUCKS,2022,4,89.0
LEXUS,2022,4,113.0
MORRIS GARAGE,2022,4,25.0
MINI,2022,4,53.0
PEUGEOT,2022,4,46.0
VOLKSWAGEN,2022,4,20.0
SUBARU,2022,4,
TATA,2022,4,42.0
FAW,2022,4,5.0
AUDI,2022,4,7.0
HYUNDAI - HIM,2022,4,
DATSUN,2022,4,
SCANIA,2022,4,
INFINITI,2022,4,
CHERY,2022,4,
HONGYAN,2022,4,
RENAULT,2022,4,
TOYOTA,2022,5,13297.0
DAIHATSU,2022,5,6981.0
HONDA,2022,5,8114.0
MITSUBISHI MOTORS,2022,5,5414.0
SUZUKI,2022,5,6026.0
MITSUBISHI FUSO,2022,5,1307.0
ISUZU,2022,5,2740.0
HYUNDAI - HMID,2022,5,1532.0
HINO,2022,5,1871.0
WULING,2022,5,815.0
MAZDA,2022,5,245.0
MERCEDES-BENZ PC,2022,5,214.0
MERCEDES-BENZ CV,2022,5,111.0
B M W,2022,5,190.0
NISSAN,2022,5,116.0
DFSK,2022,5,188.0
K I A,2022,5,134.0
UD TRUCKS,2022,5,139.0
LEXUS,2022,5,115.0
MORRIS GARAGE,2022,5,33.0
MINI,2022,5,50.0
PEUGEOT,2022,5,46.0
VOLKSWAGEN,2022,5,23.0
SUBARU,2022,5,
TATA,2022,5,
FAW,2022,5,8.0
AUDI,2022,5,1.0
HYUNDAI - HIM,2022,5,
DATSUN,2022,5,
SCANIA,2022,5,
INFINITI,2022,5,
CHERY,2022,5,
HONGYAN,2022,5,
RENAULT,2022,5,
TOYOTA,2022,6,27290.0
DAIHATSU,2022,6,16925.0
HONDA,2022,6,9057.0
MITSUBISHI MOTORS,2022,6,4700.0
SUZUKI,2022,6,7215.0
MITSUBISHI FUSO,2022,6,3183.0
ISUZU,2022,6,2594.0
HYUNDAI - HMID,2022,6,1805.0
HINO,2022,6,2900.0
WULING,2022,6,1236.0
MAZDA,2022,6,314.0
MERCEDES-BENZ PC,2022,6,227.0
MERCEDES-BENZ CV,2022,6,276.0
B M W,2022,6,288.0
NISSAN,2022,6,160.0
DFSK,2022,6,292.0
K I A,2022,6,91.0
UD TRUCKS,2022,6,69.0
LEXUS,2022,6,84.0
MORRIS GARAGE,2022,6,58.0
MINI,2022,6,56.0
PEUGEOT,2022,6,34.0
VOLKSWAGEN,2022,6,29.0
SUBARU,2022,6,
TATA,2022,6,3.0
FAW,2022,6,14.0
AUDI,2022,6,10.0
HYUNDAI - HIM,2022,6,
DATSUN,2022,6,
SCANIA,2022,6,
INFINITI,2022,6,
CHERY,2022,6,
HONGYAN,2022,6,
RENAULT,2022,6,
TOYOTA,2022,7,29326.0
DAIHATSU,2022,7,15935.0
HONDA,2022,7,9599.0
MITSUBISHI MOTORS,2022,7,8023.0
SUZUKI,2022,7,7467.0
MITSUBISHI FUSO,2022,7,3731.0
ISUZU,2022,7,3239.0
HYUNDAI - HMID,2022,7,2262.0
HINO,2022,7,2832.0
WULING,2022,7,1506.0
MAZDA,2022,7,340.0
MERCEDES-BENZ PC,2022,7,368.0
MERCEDES-BENZ CV,2022,7,154.0
B M W,2022,7,310.0
NISSAN,2022,7,148.0
DFSK,2022,7,333.0
K I A,2022,7,196.0
UD TRUCKS,2022,7,36.0
LEXUS,2022,7,104.0
MORRIS GARAGE,2022,7,114.0
MINI,2022,7,52.0
PEUGEOT,2022,7,40.0
VOLKSWAGEN,2022,7,55.0
SUBARU,2022,7,30.0
TATA,2022,7,26.0
FAW,2022,7,13.0
AUDI,2022,7,6.0
HYUNDAI - HIM,2022,7,
DATSUN,2022,7,
SCANIA,2022,7,
INFINITI,2022,7,
CHERY,2022,7,
HONGYAN,2022,7,
RENAULT,2022,7,
TOYOTA,2022,8,30844.0
DAIHATSU,2022,8,15339.0
HONDA,2022,8,11427.0
MITSUBISHI MOTORS,2022,8,9700.0
SUZUKI,2022,8,8064.0
MITSUBISHI FUSO,2022,8,4105.0
ISUZU,2022,8,3463.0
HYUNDAI - HMID,2022,8,5700.0
HINO,2022,8,2961.0
WULING,2022,8,2821.0
MAZDA,2022,8,362.0
MERCEDES-BENZ PC,2022,8,380.0
MERCEDES-BENZ CV,2022,8,150.0
B M W,2022,8,302.0
NISSAN,2022,8,191.0
DFSK,2022,8,273.0
K I A,2022,8,290.0
UD TRUCKS,2022,8,161.0
LEXUS,2022,8,65.0
MORRIS GARAGE,2022,8,107.0
MINI,2022,8,69.0
PEUGEOT,2022,8,35.0
VOLKSWAGEN,2022,8,55.0
SUBARU,2022,8,50.0
TATA,2022,8,24.0
FAW,2022,8,13.0
AUDI,2022,8,5.0
HYUNDAI - HIM,2022,8,
DATSUN,2022,8,
SCANIA,2022,8,
INFINITI,2022,8,
CHERY,2022,8,
HONGYAN,2022,8,
RENAULT,2022,8,
TOYOTA,2022,9,33449.0
DAIHATSU,2022,9,18781.0
HONDA,2022,9,13374.0
MITSUBISHI MOTORS,2022,9,6056.0
SUZUKI,2022,9,7651.0
MITSUBISHI FUSO,2022,9,3401.0
ISUZU,2022,9,3450.0
HYUNDAI - HMID,2022,9,5126.0
HINO,2022,9,3136.0
WULING,2022,9,3000.0
MAZDA,2022,9,348.0
MERCEDES-BENZ PC,2022,9,338.0
MERCEDES-BENZ CV,2022,9,355.0
B M W,2022,9,273.0
NISSAN,2022,9,137.0
DFSK,2022,9,128.0
K I A,2022,9,324.0
UD TRUCKS,2022,9,221.0
LEXUS,2022,9,81.0
MORRIS GARAGE,2022,9,112.0
MINI,2022,9,79.0
PEUGEOT,2022,9,40.0
VOLKSWAGEN,2022,9,23.0
SUBARU,2022,9,50.0
TATA,2022,9,28.0
FAW,2022,9,19.0
AUDI,2022,9,6.0
HYUNDAI - HIM,2022,9,
DATSUN,2022,9,
SCANIA,2022,9,
INFINITI,2022,9,
CHERY,2022,9,
HONGYAN,2022,9,
RENAULT,2022,9,
TOYOTA,2022,10,33740.0
DAIHATSU,2022,10,17489.0
HONDA,2022,10,9962.0
MITSUBISHI MOTORS,2022,10,6108.0
SUZUKI,2022,10,7663.0
MITSUBISHI FUSO,2022,10,3075.0
ISUZU,2022,10,3262.0
HYUNDAI - HMID,2022,10,3505.0
HINO,2022,10,3031.0
WULING,2022,10,2955.0
MAZDA,2022,10,454.0
MERCEDES-BENZ PC,2022,10,289.0
MERCEDES-BENZ CV,2022,10,257.0
B M W,2022,10,220.0
NISSAN,2022,10,186.0
DFSK,2022,10,101.0
K I A,2022,10,389.0
UD TRUCKS,2022,10,217.0
LEXUS,2022,10,87.0
MORRIS GARAGE,2022,10,22.0
MINI,2022,10,46.0
PEUGEOT,2022,10,31.0
VOLKSWAGEN,2022,10,50.0
SUBARU,2022,10,26.0
TATA,2022,10,11.0
FAW,2022,10,15.0
AUDI,2022,10,3.0
HYUNDAI - HIM,2022,10,
DATSUN,2022,10,
SCANIA,2022,10,
INFINITI,2022,10,
CHERY,2022,10,
HONGYAN,2022,10,
RENAULT,2022,10,
TOYOTA,2022,11,26462.0
DAIHATSU,2022,11,20963.0
HONDA,2022,11,11691.0
MITSUBISHI MOTORS,2022,11,7056.0
SUZUKI,2022,11,8160.0
MITSUBISHI FUSO,2022,11,3638.0
ISUZU,2022,11,3091.0
HYUNDAI - HMID,2022,11,2000.0
HINO,2022,11,3206.0
WULING,2022,11,3094.0
MAZDA,2022,11,404.0
MERCEDES-BENZ PC,2022,11,310.0
MERCEDES-BENZ CV,2022,11,225.0
B M W,2022,11,168.0
NISSAN,2022,11,162.0
DFSK,2022,11,121.0
K I A,2022,11,53.0
UD TRUCKS,2022,11,214.0
LEXUS,2022,11,51.0
MORRIS GARAGE,2022,11,63.0
MINI,2022,11,68.0
PEUGEOT,2022,11,14.0
VOLKSWAGEN,2022,11,10.0
SUBARU,2022,11,27.0
TATA,2022,11,13.0
FAW,2022,11,9.0
AUDI,2022,11,2.0
HYUNDAI - HIM,2022,11,
DATSUN,2022,11,
SCANIA,2022,11,
INFINITI,2022,11,
CHERY,2022,11,
HONGYAN,2022,11,
RENAULT,2022,11,
TOYOTA,2022,12,28128.0
DAIHATSU,2022,12,23815.0
HONDA,2022,12,12642.0
MITSUBISHI MOTORS,2022,12,10812.0
SUZUKI,2022,12,9990.0
MITSUBISHI FUSO,2022,12,3837.0
ISUZU,2022,12,2905.0
HYUNDAI - HMID,2022,12,2090.0
HINO,2022,12,3261.0
WULING,2022,12,5352.0
MAZDA,2022,12,418.0
MERCEDES-BENZ PC,2022,12,354.0
MERCEDES-BENZ CV,2022,12,435.0
B M W,2022,12,235.0
NISSAN,2022,12,164.0
DFSK,2022,12,313.0
K I A,2022,12,103.0
UD TRUCKS,2022,12,155.0
LEXUS,2022,12,92.0
MORRIS GARAGE,2022,12,118.0
MINI,2022,12,43.0
PEUGEOT,2022,12,18.0
VOLKSWAGEN,2022,12,20.0
SUBARU,2022,12,31.0
TATA,2022,12,
FAW,2022,12,12.0
AUDI,2022,12,11.0
HYUNDAI - HIM,2022,12,
DATSUN,2022,12,
SCANIA,2022,12,
INFINITI,2022,12,
CHERY,2022,12,
HONGYAN,2022,12,
RENAULT,2022,12,
TOYOTA,2023,1,28970.0
DAIHATSU,2023,1,18194.0
HONDA,2023,1,15781.0
SUZUKI,2023,1,6584.0
MITSUBISHI MOTORS,2023,1,7949.0
HYUNDAI - HMID,2023,1,4067.0
MITSUBISHI FUSO,2023,1,4265.0
ISUZU,2023,1,3338.0
HINO,2023,1,2438.0
WULING,2023,1,586.0
MAZDA,2023,1,425.0
B M W,2023,1,201.0
CHERY,2023,1,77.0
MERCEDES-BENZ PC,2023,1,295.0
LEXUS,2023,1,26.0
MERCEDES-BENZ CV,2023,1,94.0
UD TRUCKS,2023,1,212.0
NISSAN,2023,1,140.0
K I A,2023,1,18.0
DFSK,2023,1,278.0
MORRIS GARAGE,2023,1,61.0
MINI,2023,1,42.0
SCANIA,2023,1,63.0
FAW,2023,1,3.0
SUBARU,2023,1,33.0
JEEP,2023,1,86.0
VOLKSWAGEN,2023,1,19.0
PEUGEOT,2023,1,15.0
NETA,2023,1,
SERES,2023,1,
AUDI,2023,1,1.0
TATA,2023,1,9.0
CITROEN,2023,1,
HYUNDAI - HIM,2023,1,
DATSUN,2023,1,
TOYOTA,2023,2,27336.0
DAIHATSU,2023,2,16263.0
HONDA,2023,2,14375.0
SUZUKI,2023,2,7422.0
MITSUBISHI MOTORS,2023,2,6929.0
HYUNDAI - HMID,2023,2,3022.0
MITSUBISHI FUSO,2023,2,3261.0
ISUZU,2023,2,2707.0
HINO,2023,2,2200.0
WULING,2023,2,1216.0
MAZDA,2023,2,420.0
B M W,2023,2,248.0
CHERY,2023,2,113.0
MERCEDES-BENZ PC,2023,2,273.0
LEXUS,2023,2,54.0
MERCEDES-BENZ CV,2023,2,239.0
UD TRUCKS,2023,2,184.0
NISSAN,2023,2,169.0
K I A,2023,2,95.0
DFSK,2023,2,103.0
MORRIS GARAGE,2023,2,151.0
MINI,2023,2,28.0
SCANIA,2023,2,79.0
FAW,2023,2,23.0
SUBARU,2023,2,44.0
JEEP,2023,2,26.0
VOLKSWAGEN,2023,2,50.0
PEUGEOT,2023,2,20.0
NETA,2023,2,
SERES,2023,2,
AUDI,2023,2,6.0
TATA,2023,2,3.0
CITROEN,2023,2,
HYUNDAI - HIM,2023,2,
DATSUN,2023,2,
TOYOTA,2023,3,29471.0
DAIHATSU,2023,3,19884.0
HONDA,2023,3,16871.0
SUZUKI,2023,3,8430.0
MITSUBISHI MOTORS,2023,3,7058.0
HYUNDAI - HMID,2023,3,3342.0
MITSUBISHI FUSO,2023,3,4035.0
ISUZU,2023,3,2936.0
HINO,2023,3,3135.0
WULING,2023,3,3000.0
MAZDA,2023,3,468.0
B M W,2023,3,330.0
CHERY,2023,3,256.0
MERCEDES-BENZ PC,2023,3,310.0
LEXUS,2023,3,171.0
MERCEDES-BENZ CV,2023,3,298.0
UD TRUCKS,2023,3,189.0
NISSAN,2023,3,188.0
K I A,2023,3,195.0
DFSK,2023,3,115.0
MORRIS GARAGE,2023,3,122.0
MINI,2023,3,103.0
SCANIA,2023,3,70.0
FAW,2023,3,162.0
SUBARU,2023,3,47.0
JEEP,2023,3,14.0
VOLKSWAGEN,2023,3,34.0
PEUGEOT,2023,3,36.0
NETA,2023,3,
SERES,2023,3,
AUDI,2023,3,1.0
TATA,2023,3,1.0
CITROEN,2023,3,
HYUNDAI - HIM,2023,3,
DATSUN,2023,3,
TOYOTA,2023,4,21518.0
DAIHATSU,2023,4,10778.0
HONDA,2023,4,4955.0
SUZUKI,2023,4,4668.0
MITSUBISHI MOTORS,2023,4,6132.0
HYUNDAI - HMID,2023,4,2241.0
MITSUBISHI FUSO,2023,4,1517.0
ISUZU,2023,4,2026.0
HINO,2023,4,1214.0
WULING,2023,4,1171.0
MAZDA,2023,4,535.0
B M W,2023,4,375.0
CHERY,2023,4,515.0
MERCEDES-BENZ PC,2023,4,228.0
LEXUS,2023,4,300.0
MERCEDES-BENZ CV,2023,4,105.0
UD TRUCKS,2023,4,76.0
NISSAN,2023,4,160.0
K I A,2023,4,113.0
DFSK,2023,4,65.0
MORRIS GARAGE,2023,4,58.0
MINI,2023,4,40.0
SCANIA,2023,4,71.0
FAW,2023,4,18.0
SUBARU,2023,4,36.0
JEEP,2023,4,31.0
VOLKSWAGEN,2023,4,10.0
PEUGEOT,2023,4,19.0
NETA,2023,4,
SERES,2023,4,
AUDI,2023,4,6.0
TATA,2023,4,
CITROEN,2023,4,
HYUNDAI - HIM,2023,4,
DATSUN,2023,4,
TOYOTA,2023,5,28178.0
DAIHATSU,2023,5,16009.0
HONDA,2023,5,11158.0
SUZUKI,2023,5,6377.0
MITSUBISHI MOTORS,2023,5,5719.0
HYUNDAI - HMID,2023,5,3030.0
MITSUBISHI FUSO,2023,5,1918.0
ISUZU,2023,5,2169.0
HINO,2023,5,2554.0
WULING,2023,5,2119.0
MAZDA,2023,5,278.0
B M W,2023,5,415.0
CHERY,2023,5,531.0
MERCEDES-BENZ PC,2023,5,327.0
LEXUS,2023,5,350.0
MERCEDES-BENZ CV,2023,5,52.0
UD TRUCKS,2023,5,146.0
NISSAN,2023,5,152.0
K I A,2023,5,165.0
DFSK,2023,5,129.0
MORRIS GARAGE,2023,5,67.0
MINI,2023,5,90.0
SCANIA,2023,5,85.0
FAW,2023,5,27.0
SUBARU,2023,5,54.0
JEEP,2023,5,45.0
VOLKSWAGEN,2023,5,13.0
PEUGEOT,2023,5,21.0
NETA,2023,5,
SERES,2023,5,
AUDI,2023,5,9.0
TATA,2023,5,2.0
CITROEN,2023,5,
HYUNDAI - HIM,2023,5,
DATSUN,2023,5,
TOYOTA,2023,6,24803.0
DAIHATSU,2023,6,18112.0
HONDA,2023,6,11552.0
SUZUKI,2023,6,7840.0
MITSUBISHI MOTORS,2023,6,5504.0
HYUNDAI - HMID,2023,6,2709.0
MITSUBISHI FUSO,2023,6,2102.0
ISUZU,2023,6,2978.0
HINO,2023,6,2498.0
WULING,2023,6,1650.0
MAZDA,2023,6,550.0
B M W,2023,6,310.0
CHERY,2023,6,502.0
MERCEDES-BENZ PC,2023,6,299.0
LEXUS,2023,6,271.0
MERCEDES-BENZ CV,2023,6,224.0
UD TRUCKS,2023,6,150.0
NISSAN,2023,6,116.0
K I A,2023,6,75.0
DFSK,2023,6,82.0
MORRIS GARAGE,2023,6,54.0
MINI,2023,6,43.0
SCANIA,2023,6,75.0
FAW,2023,6,30.0
SUBARU,2023,6,85.0
JEEP,2023,6,5.0
VOLKSWAGEN,2023,6,18.0
PEUGEOT,2023,6,14.0
NETA,2023,6,
SERES,2023,6,
AUDI,2023,6,5.0
TATA,2023,6,
CITROEN,2023,6,
HYUNDAI - HIM,2023,6,
DATSUN,2023,6,
TOYOTA,2023,7,30029.0
DAIHATSU,2023,7,15821.0
HONDA,2023,7,10626.0
SUZUKI,2023,7,5845.0
MITSUBISHI MOTORS,2023,7,5500.0
HYUNDAI - HMID,2023,7,1654.0
MITSUBISHI FUSO,2023,7,2303.0
ISUZU,2023,7,2486.0
HINO,2023,7,1930.0
WULING,2023,7,1642.0
MAZDA,2023,7,387.0
B M W,2023,7,376.0
CHERY,2023,7,348.0
MERCEDES-BENZ PC,2023,7,317.0
LEXUS,2023,7,119.0
MERCEDES-BENZ CV,2023,7,69.0
UD TRUCKS,2023,7,152.0
NISSAN,2023,7,128.0
K I A,2023,7,175.0
DFSK,2023,7,108.0
MORRIS GARAGE,2023,7,107.0
MINI,2023,7,69.0
SCANIA,2023,7,77.0
FAW,2023,7,30.0
SUBARU,2023,7,91.0
JEEP,2023,7,77.0
VOLKSWAGEN,2023,7,22.0
PEUGEOT,2023,7,11.0
NETA,2023,7,
SERES,2023,7,
AUDI,2023,7,5.0
TATA,2023,7,
CITROEN,2023,7,
HYUNDAI - HIM,2023,7,
DATSUN,2023,7,
TOYOTA,2023,8,30149.0
DAIHATSU,2023,8,17481.0
HONDA,2023,8,11778.0
SUZUKI,2023,8,6872.0
MITSUBISHI MOTORS,2023,8,7100.0
HYUNDAI - HMID,2023,8,3337.0
MITSUBISHI FUSO,2023,8,2727.0
ISUZU,2023,8,2800.0
HINO,2023,8,2340.0
WULING,2023,8,1095.0
MAZDA,2023,8,667.0
B M W,2023,8,425.0
CHERY,2023,8,443.0
MERCEDES-BENZ PC,2023,8,318.0
LEXUS,2023,8,236.0
MERCEDES-BENZ CV,2023,8,97.0
UD TRUCKS,2023,8,136.0
NISSAN,2023,8,190.0
K I A,2023,8,191.0
DFSK,2023,8,60.0
MORRIS GARAGE,2023,8,160.0
MINI,2023,8,103.0
SCANIA,2023,8,50.0
FAW,2023,8,33.0
SUBARU,2023,8,50.0
JEEP,2023,8,36.0
VOLKSWAGEN,2023,8,27.0
PEUGEOT,2023,8,14.0
NETA,2023,8,
SERES,2023,8,
AUDI,2023,8,9.0
TATA,2023,8,4.0
CITROEN,2023,8,
HYUNDAI - HIM,2023,8,
DATSUN,2023,8,
TOYOTA,2023,9,25928.0
DAIHATSU,2023,9,15009.0
HONDA,2023,9,10911.0
SUZUKI,2023,9,6502.0
MITSUBISHI MOTORS,2023,9,6248.0
HYUNDAI - HMID,2023,9,3103.0
MITSUBISHI FUSO,2023,9,2168.0
ISUZU,2023,9,2690.0
HINO,2023,9,2282.0
WULING,2023,9,2001.0
MAZDA,2023,9,463.0
B M W,2023,9,463.0
CHERY,2023,9,460.0
MERCEDES-BENZ PC,2023,9,227.0
LEXUS,2023,9,236.0
MERCEDES-BENZ CV,2023,9,186.0
UD TRUCKS,2023,9,172.0
NISSAN,2023,9,113.0
K I A,2023,9,122.0
DFSK,2023,9,93.0
MORRIS GARAGE,2023,9,154.0
MINI,2023,9,108.0
SCANIA,2023,9,29.0
FAW,2023,9,178.0
SUBARU,2023,9,22.0
JEEP,2023,9,7.0
VOLKSWAGEN,2023,9,23.0
PEUGEOT,2023,9,16.0
NETA,2023,9,
SERES,2023,9,
AUDI,2023,9,4.0
TATA,2023,9,1.0
CITROEN,2023,9,
HYUNDAI - HIM,2023,9,
DATSUN,2023,9,
TOYOTA,2023,10,27438.0
DAIHATSU,2023,10,14099.0
HONDA,2023,10,11938.0
SUZUKI,2023,10,5990.0
MITSUBISHI MOTORS,2023,10,6016.0
HYUNDAI - HMID,2023,10,3032.0
MITSUBISHI FUSO,2023,10,2157.0
ISUZU,2023,10,2531.0
HINO,2023,10,2450.0
WULING,2023,10,2172.0
MAZDA,2023,10,390.0
B M W,2023,10,465.0
CHERY,2023,10,358.0
MERCEDES-BENZ PC,2023,10,330.0
LEXUS,2023,10,218.0
MERCEDES-BENZ CV,2023,10,91.0
UD TRUCKS,2023,10,158.0
NISSAN,2023,10,94.0
K I A,2023,10,46.0
DFSK,2023,10,88.0
MORRIS GARAGE,2023,10,56.0
MINI,2023,10,91.0
SCANIA,2023,10,28.0
FAW,2023,10,36.0
SUBARU,2023,10,42.0
JEEP,2023,10,
VOLKSWAGEN,2023,10,10.0
PEUGEOT,2023,10,16.0
NETA,2023,10,
SERES,2023,10,
AUDI,2023,10,6.0
TATA,2023,10,4.0
CITROEN,2023,10,
HYUNDAI - HIM,2023,10,
DATSUN,2023,10,
TOYOTA,2023,11,30916.0
DAIHATSU,2023,11,13545.0
HONDA,2023,11,10599.0
SUZUKI,2023,11,7125.0
MITSUBISHI MOTORS,2023,11,6931.0
HYUNDAI - HMID,2023,11,3055.0
MITSUBISHI FUSO,2023,11,2300.0
ISUZU,2023,11,2366.0
HINO,2023,11,2517.0
WULING,2023,11,2670.0
MAZDA,2023,11,273.0
B M W,2023,11,352.0
CHERY,2023,11,208.0
MERCEDES-BENZ PC,2023,11,234.0
LEXUS,2023,11,224.0
MERCEDES-BENZ CV,2023,11,214.0
UD TRUCKS,2023,11,128.0
NISSAN,2023,11,108.0
K I A,2023,11,76.0
DFSK,2023,11,52.0
MORRIS GARAGE,2023,11,99.0
MINI,2023,11,76.0
SCANIA,2023,11,59.0
FAW,2023,11,44.0
SUBARU,2023,11,19.0
JEEP,2023,11,1.0
VOLKSWAGEN,2023,11,11.0
PEUGEOT,2023,11,10.0
NETA,2023,11,100.0
SERES,2023,11,67.0
AUDI,2023,11,5.0
TATA,2023,11,6.0
CITROEN,2023,11,
HYUNDAI - HIM,2023,11,
DATSUN,2023,11,
TOYOTA,2023,12,32041.0
DAIHATSU,2023,12,12805.0
HONDA,2023,12,8423.0
SUZUKI,2023,12,7402.0
MITSUBISHI MOTORS,2023,12,6330.0
HYUNDAI - HMID,2023,12,2908.0
MITSUBISHI FUSO,2023,12,2800.0
ISUZU,2023,12,2400.0
HINO,2023,12,2891.0
WULING,2023,12,4218.0
MAZDA,2023,12,464.0
B M W,2023,12,402.0
CHERY,2023,12,288.0
MERCEDES-BENZ PC,2023,12,270.0
LEXUS,2023,12,310.0
MERCEDES-BENZ CV,2023,12,401.0
UD TRUCKS,2023,12,96.0
NISSAN,2023,12,81.0
K I A,2023,12,107.0
DFSK,2023,12,187.0
MORRIS GARAGE,2023,12,94.0
MINI,2023,12,117.0
SCANIA,2023,12,28.0
FAW,2023,12,33.0
SUBARU,2023,12,38.0
JEEP,2023,12,6.0
VOLKSWAGEN,2023,12,10.0
PEUGEOT,2023,12,7.0
NETA,2023,12,81.0
SERES,2023,12,44.0
AUDI,2023,12,1.0
TATA,2023,12,1.0
CITROEN,2023,12,
HYUNDAI - HIM,2023,12,
DATSUN,2023,12,
TOYOTA,2024,1,20988.0
DAIHATSU,2024,1,14363.0
HONDA,2024,1,8413.0
MITSUBISHI MOTORS,2024,1,6962.0
SUZUKI,2024,1,6138.0
MITSUBISHI FUSO,2024,1,2034.0
ISUZU,2024,1,2350.0
HINO,2024,1,1404.0
HYUNDAI - HMID,2024,1,3003.0
WULING,2024,1,2177.0
BYD,2024,1,
CHERY,2024,1,299.0
B M W,2024,1,223.0
MAZDA,2024,1,223.0
MORRIS GARAGE,2024,1,117.0
LEXUS,2024,1,123.0
MERCEDES-BENZ PC,2024,1,115.0
UD TRUCKS,2024,1,148.0
MERCEDES-BENZ CV,2024,1,51.0
NISSAN,2024,1,76.0
CITROEN,2024,1,30.0
AION,2024,1,
K I A,2024,1,105.0
MINI,2024,1,38.0
FAW,2024,1,28.0
DFSK,2024,1,84.0
FORD,2024,1,101.0
TANK,2024,1,
NETA,2024,1,39.0
SUBARU,2024,1,41.0
SCANIA,2024,1,26.0
BAIC,2024,1,
VOLVO CARS,2024,1,10.0
HAVAL,2024,1,
SERES,2024,1,27.0
VOLKSWAGEN,2024,1,7.0
PEUGEOT,2024,1,12.0
AUDI,2024,1,3.0
TATA,2024,1,
ORA,2024,1,
JEEP,2024,1,
DATSUN,2024,1,
TOYOTA,2024,2,23525.0
DAIHATSU,2024,2,15088.0
HONDA,2024,2,9081.0
MITSUBISHI MOTORS,2024,2,5994.0
SUZUKI,2024,2,4993.0
MITSUBISHI FUSO,2024,2,2250.0
ISUZU,2024,2,2245.0
HINO,2024,2,1483.0
HYUNDAI - HMID,2024,2,2428.0
WULING,2024,2,1200.0
BYD,2024,2,
CHERY,2024,2,431.0
B M W,2024,2,218.0
MAZDA,2024,2,302.0
MORRIS GARAGE,2024,2,228.0
LEXUS,2024,2,207.0
MERCEDES-BENZ PC,2024,2,177.0
UD TRUCKS,2024,2,167.0
MERCEDES-BENZ CV,2024,2,88.0
NISSAN,2024,2,131.0
CITROEN,2024,2,41.0
AION,2024,2,
K I A,2024,2,100.0
MINI,2024,2,75.0
FAW,2024,2,19.0
DFSK,2024,2,128.0
FORD,2024,2,62.0
TANK,2024,2,
NETA,2024,2,20.0
SUBARU,2024,2,31.0
SCANIA,2024,2,19.0
BAIC,2024,2,
VOLVO CARS,2024,2,12.0
HAVAL,2024,2,
SERES,2024,2,3.0
VOLKSWAGEN,2024,2,15.0
PEUGEOT,2024,2,8.0
AUDI,2024,2,3.0
TATA,2024,2,
ORA,2024,2,
JEEP,2024,2,
DATSUN,2024,2,
TOYOTA,2024,3,21072.0
DAIHATSU,2024,3,16552.0
HONDA,2024,3,10572.0
MITSUBISHI MOTORS,2024,3,6153.0
SUZUKI,2024,3,6670.0
MITSUBISHI FUSO,2024,3,2311.0
ISUZU,2024,3,2251.0
HINO,2024,3,1651.0
HYUNDAI - HMID,2024,3,1812.0
WULING,2024,3,2080.0
BYD,2024,3,
CHERY,2024,3,803.0
B M W,2024,3,320.0
MAZDA,2024,3,479.0
MORRIS GARAGE,2024,3,340.0
LEXUS,2024,3,353.0
MERCEDES-BENZ PC,2024,3,270.0
UD TRUCKS,2024,3,147.0
MERCEDES-BENZ CV,2024,3,142.0
NISSAN,2024,3,147.0
CITROEN,2024,3,50.0
AION,2024,3,
K I A,2024,3,178.0
MINI,2024,3,85.0
FAW,2024,3,27.0
DFSK,2024,3,79.0
FORD,2024,3,45.0
TANK,2024,3,
NETA,2024,3,10.0
SUBARU,2024,3,40.0
SCANIA,2024,3,42.0
BAIC,2024,3,
VOLVO CARS,2024,3,12.0
HAVAL,2024,3,
SERES,2024,3,9.0
VOLKSWAGEN,2024,3,12.0
PEUGEOT,2024,3,3.0
AUDI,2024,3,2.0
TATA,2024,3,1.0
ORA,2024,3,
JEEP,2024,3,
DATSUN,2024,3,
TOYOTA,2024,4,15201.0
DAIHATSU,2024,4,9481.0
HONDA,2024,4,4611.0
MITSUBISHI MOTORS,2024,4,4006.0
SUZUKI,2024,4,4986.0
MITSUBISHI FUSO,2024,4,1987.0
ISUZU,2024,4,1849.0
HINO,2024,4,1319.0
HYUNDAI - HMID,2024,4,1485.0
WULING,2024,4,1188.0
BYD,2024,4,
CHERY,2024,4,590.0
B M W,2024,4,223.0
MAZDA,2024,4,391.0
MORRIS GARAGE,2024,4,359.0
LEXUS,2024,4,247.0
MERCEDES-BENZ PC,2024,4,175.0
UD TRUCKS,2024,4,126.0
MERCEDES-BENZ CV,2024,4,25.0
NISSAN,2024,4,82.0
CITROEN,2024,4,15.0
AION,2024,4,
K I A,2024,4,96.0
MINI,2024,4,58.0
FAW,2024,4,23.0
DFSK,2024,4,44.0
FORD,2024,4,52.0
TANK,2024,4,56.0
NETA,2024,4,
SUBARU,2024,4,28.0
SCANIA,2024,4,27.0
BAIC,2024,4,
VOLVO CARS,2024,4,8.0
HAVAL,2024,4,9.0
SERES,2024,4,5.0
VOLKSWAGEN,2024,4,7.0
PEUGEOT,2024,4,4.0
AUDI,2024,4,1.0
TATA,2024,4,
ORA,2024,4,
JEEP,2024,4,
DATSUN,2024,4,
TOYOTA,2024,5,23482.0
DAIHATSU,2024,5,14983.0
HONDA,2024,5,7294.0
MITSUBISHI MOTORS,2024,5,6975.0
SUZUKI,2024,5,5762.0
